px_t,py_t,v_t,psi_t,omega_t,a_t,delta_t,px_t1,py_t1,v_t1,psi_t1,omega_t1
1.6284384732232775,-1.6910342675006007,31.622776601683793,-7.3157894736842195,-5.7894736842105265,-0.015170632059601064,-5.111052954235819e-05,1.6284242978360495,-1.6911643970849668,31.622776601683793,-7.373684210526325,-5.7894736842105265
1.6284242978360495,-1.6911643970849668,31.622776601683793,-7.373684210526325,-5.7894736842105265,0.01517063205960103,5.111052954235819e-05,1.6284091935755085,-1.6912878255462653,31.622776601683793,-7.43157894736843,-5.7894736842105265
1.6284091935755085,-1.6912878255462653,31.622776601683793,-7.43157894736843,-5.7894736842105265,0.04551189617880315,0.00015333158755895205,1.628393211053984,-1.691404139292454,31.622776601683793,-7.489473684210536,-5.7894736842105265
1.628393211053984,-1.691404139292454,31.622776601683793,-7.489473684210536,-5.7894736842105265,0.07585316029800529,0.00025555264237117815,1.6283764038267392,-1.6915129485719356,31.622776601683793,-7.54736842105264,-5.7894736842105265
1.6283764038267392,-1.6915129485719356,31.622776601683793,-7.54736842105264,-5.7894736842105265,0.1061944244172074,0.00035777369184279164,1.6283588282125139,-1.691613888779565,31.622776601683793,-7.605263157894746,-5.7894736842105265
1.6283588282125139,-1.691613888779565,31.622776601683793,-7.605263157894746,-5.7894736842105265,0.13653568853640954,0.00045999473383754864,1.6283405431048092,-1.6917066216783894,31.622776601683793,-7.663157894736851,-5.7894736842105265
1.6283405431048092,-1.6917066216783894,31.622776601683793,-7.663157894736851,-5.7894736842105265,0.16687695265561164,0.0005622157662192056,1.6283216097745423,-1.6917908365330347,31.622776601683793,-7.7210526315789565,-5.7894736842105265
1.6283216097745423,-1.6917908365330347,31.622776601683793,-7.7210526315789565,-5.7894736842105265,0.19721821677481371,0.0006644367868515209,1.6283020916647366,-1.6918662511509392,31.622776601683793,-7.778947368421061,-5.7894736842105265
1.6283020916647366,-1.6918662511509392,31.622776601683793,-7.778947368421061,-5.7894736842105265,0.22755948089401587,0.000766657793598254,1.628282054177932,-1.6919326128279413,31.622776601683793,-7.836842105263167,-5.7894736842105265
1.628282054177932,-1.6919326128279413,31.622776601683793,-7.836842105263167,-5.7894736842105265,0.25790074501321797,0.0008688787843231663,1.6282615644570304,-1.6919896991950563,31.622776601683793,-7.894736842105272,-5.7894736842105265
1.6282615644570304,-1.6919896991950563,31.622776601683793,-7.894736842105272,-5.7894736842105265,0.2882420091324201,0.0009710997568900206,1.6282406911603096,-1.692037318963607,31.622776601683793,-7.942105263157903,-4.7368421052631575
1.6282406911603096,-1.692037318963607,31.622776601683793,-7.942105263157903,-4.7368421052631575,-0.2882420091324201,-0.0009710997568900206,1.6282195560024582,-1.6920770731990953,31.622776601683793,-7.989473684210534,-4.7368421052631575
1.6282195560024582,-1.6920770731990953,31.622776601683793,-7.989473684210534,-4.7368421052631575,-0.25790074501321797,-0.0008688787843231661,1.6281982063969864,-1.692108872718944,31.622776601683793,-8.036842105263165,-4.7368421052631575
1.6281982063969864,-1.692108872718944,31.622776601683793,-8.036842105263165,-4.7368421052631575,-0.2275594808940159,-0.000766657793598254,1.6281766902384847,-1.6921326461857702,31.622776601683793,-8.084210526315797,-4.7368421052631575
